GeneIdx,PercentGeneCovered,AverageKMerDepth
>MEG_6665|Drugs|betalactams|Class_A_betalactamases|TEM,93.1361%,8.99172
>MEG_6666|Drugs|betalactams|Class_A_betalactamases|TEM,97.7515%,10.0533
>MEG_6667|Drugs|betalactams|Class_A_betalactamases|TEM,96.568%,8.73846
>MEG_6668|Drugs|betalactams|Class_A_betalactamases|TEM,97.3964%,7.95503
>MEG_6669|Drugs|betalactams|Class_A_betalactamases|TEM,95.2663%,7.96095
>MEG_666|Drugs|betalactams|Class_C_betalactamases|ADC,20.0704%,0.21831
>MEG_6670|Drugs|betalactams|Class_A_betalactamases|TEM,95.6213%,5.86864
>MEG_6671|Drugs|betalactams|Class_A_betalactamases|TEM,94.7929%,5.33728
>MEG_6672|Drugs|betalactams|Class_A_betalactamases|TEM,36.3314%,0.407101
>MEG_6673|Drugs|betalactams|Class_A_betalactamases|TEM,77.0414%,1.10888
>MEG_6674|Drugs|betalactams|Class_A_betalactamases|TEM,39.1716%,0.559763
>MEG_6675|Drugs|betalactams|Class_A_betalactamases|TEM,27.3373%,0.32071
>MEG_6676|Drugs|betalactams|Class_A_betalactamases|TEM,49.7041%,0.635503
>MEG_6677|Drugs|betalactams|Class_A_betalactamases|TEM,27.8107%,0.330178
>MEG_6678|Drugs|betalactams|Class_A_betalactamases|TEM,9.34911%,0.095858
>MEG_6679|Drugs|betalactams|Class_A_betalactamases|TEM,17.3964%,0.176331
>MEG_667|Drugs|betalactams|Class_C_betalactamases|ADC,43.838%,0.591549
>MEG_6680|Drugs|betalactams|Class_A_betalactamases|TEM,97.9882%,10.2828
>MEG_6681|Drugs|betalactams|Class_A_betalactamases|TEM,16.8047%,0.170414
>MEG_6683|Drugs|betalactams|Class_A_betalactamases|TEM,5.54156%,0.0642317
>MEG_6684|Drugs|betalactams|Class_A_betalactamases|TEM,16.7929%,0.213384
>MEG_6685|Drugs|betalactams|Class_A_betalactamases|TEM,30.7975%,0.353374
>MEG_6686|Drugs|betalactams|Class_A_betalactamases|TEM,21.9766%,0.26658
>MEG_6687|Drugs|betalactams|Class_A_betalactamases|TEM,20%,0.242604
>MEG_6688|Drugs|betalactams|Class_A_betalactamases|TEM,11.4793%,0.125444
>MEG_6689|Drugs|betalactams|Class_A_betalactamases|TEM,13.9645%,0.139645
>MEG_668|Drugs|betalactams|Class_C_betalactamases|ADC,29.5775%,0.367958
>MEG_6690|Drugs|betalactams|Class_A_betalactamases|TEM,0.35503%,0.0035503
>MEG_6691|Drugs|betalactams|Class_A_betalactamases|TEM,18.2249%,0.195266
>MEG_6692|Drugs|betalactams|Class_A_betalactamases|TEM,33.2544%,0.375148
>MEG_6693|Drugs|betalactams|Class_A_betalactamases|TEM,14.4379%,0.147929
>MEG_6694|Drugs|betalactams|Class_A_betalactamases|TEM,5.44379%,0.0662722
>MEG_6695|Drugs|betalactams|Class_A_betalactamases|TEM,0.236686%,0.00236686
>MEG_6696|Drugs|betalactams|Class_A_betalactamases|TEM,13.2544%,0.132544
>MEG_6697|Drugs|betalactams|Class_A_betalactamases|TEM,1.77515%,0.0177515
>MEG_6698|Drugs|betalactams|Class_A_betalactamases|TEM,0.118343%,0.00118343
>MEG_6699|Drugs|betalactams|Class_A_betalactamases|TEM,14.3195%,0.143195
>MEG_669|Drugs|betalactams|Class_C_betalactamases|ADC,33.9789%,0.375
>MEG_66|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,3.1856%,0.031856
>MEG_6700|Drugs|betalactams|Class_A_betalactamases|TEM,13.3728%,0.133728
>MEG_6701|Drugs|betalactams|Class_A_betalactamases|TEM,98.5799%,10.4178
>MEG_6702|Drugs|betalactams|Class_A_betalactamases|TEM,0.828402%,0.00828402
>MEG_6703|Drugs|betalactams|Class_A_betalactamases|TEM,1.34969%,0.0134969
>MEG_6704|Drugs|betalactams|Class_A_betalactamases|TEM,30.4142%,0.343195
>MEG_6705|Drugs|betalactams|Class_A_betalactamases|TEM,4.14201%,0.0414201
>MEG_6706|Drugs|betalactams|Class_A_betalactamases|TEM,32.6627%,0.373964
>MEG_6707|Drugs|betalactams|Class_A_betalactamases|TEM,24.142%,0.242604
>MEG_6708|Drugs|betalactams|Class_A_betalactamases|TEM,38.5799%,0.540828
>MEG_6709|Drugs|betalactams|Class_A_betalactamases|TEM,40.2367%,0.589349
>MEG_670|Drugs|betalactams|Class_C_betalactamases|ADC,29.1373%,0.337148
>MEG_6710|Drugs|betalactams|Class_A_betalactamases|TEM,0.946746%,0.00946746
>MEG_6711|Drugs|betalactams|Class_A_betalactamases|TEM,2.48521%,0.0248521
>MEG_6712|Drugs|betalactams|Class_A_betalactamases|TEM,2.60355%,0.0260355
>MEG_6713|Drugs|betalactams|Class_A_betalactamases|TEM,2.13018%,0.0236686
>MEG_6714|Drugs|betalactams|Class_A_betalactamases|TEM,12.071%,0.12071
>MEG_6715|Drugs|betalactams|Class_A_betalactamases|TEM,11.9527%,0.119527
>MEG_6716|Drugs|betalactams|Class_A_betalactamases|TEM,27.4556%,0.294675
>MEG_6717|Drugs|betalactams|Class_A_betalactamases|TEM,8.40237%,0.0840237
>MEG_6718|Drugs|betalactams|Class_A_betalactamases|TEM,27.6923%,0.328994
>MEG_6719|Drugs|betalactams|Class_A_betalactamases|TEM,48.1657%,0.604734
>MEG_671|Drugs|betalactams|Class_C_betalactamases|ADC,20.7746%,0.272887
>MEG_6720|Drugs|betalactams|Class_A_betalactamases|TEM,96.4497%,11.3728
>MEG_6721|Drugs|betalactams|Class_A_betalactamases|TEM,93.9645%,6.47574
>MEG_6722|Drugs|betalactams|Class_A_betalactamases|TEM,93.0178%,4.02722
>MEG_6723|Drugs|betalactams|Class_A_betalactamases|TEM,83.787%,2.27929
>MEG_6724|Drugs|betalactams|Class_A_betalactamases|TEM,52.3077%,0.728994
>MEG_6725|Drugs|betalactams|Class_A_betalactamases|TEM,82.8402%,2.33964
>MEG_6726|Drugs|betalactams|Class_A_betalactamases|TEM,57.3964%,0.804734
>MEG_6727|Drugs|betalactams|Class_A_betalactamases|TEM,79.8817%,1.7503
>MEG_6728|Drugs|betalactams|Class_A_betalactamases|TEM,32.8999%,0.405722
>MEG_6729|Drugs|betalactams|Class_A_betalactamases|TEM,34.9112%,0.48284
>MEG_672|Drugs|betalactams|Class_C_betalactamases|ADC,22.007%,0.28257
>MEG_6731|Drugs|betalactams|Class_A_betalactamases|TEM,1.06509%,0.0106509
>MEG_6732|Drugs|betalactams|Class_A_betalactamases|TEM,5.56213%,0.0733728
>MEG_6733|Drugs|betalactams|Class_A_betalactamases|TEM,2.72189%,0.0272189
>MEG_6735|Drugs|betalactams|Class_A_betalactamases|TEM,1.06509%,0.0106509
>MEG_6736|Drugs|betalactams|Class_A_betalactamases|TEM,9.82249%,0.143195
>MEG_6737|Drugs|betalactams|Class_A_betalactamases|TEM,10.7692%,0.182249
>MEG_6738|Drugs|betalactams|Class_A_betalactamases|TEM,19.8817%,0.271006
>MEG_6739|Drugs|betalactams|Class_A_betalactamases|TEM,1.42012%,0.0142012
>MEG_673|Drugs|betalactams|Class_C_betalactamases|ADC,21.2148%,0.216549
>MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM,0.236686%,0.00236686
>MEG_6745|Drugs|betalactams|Class_A_betalactamases|TEM,3.78698%,0.0402367
>MEG_6746|Drugs|betalactams|Class_A_betalactamases|TEM,0.236686%,0.00236686
>MEG_6749|Drugs|betalactams|Class_A_betalactamases|TEM,7.21893%,0.0721893
>MEG_674|Drugs|betalactams|Class_C_betalactamases|ADC,62.1199%,1.404
>MEG_6750|Drugs|betalactams|Class_A_betalactamases|TEM,17.8698%,0.182249
>MEG_6751|Drugs|betalactams|Class_A_betalactamases|TEM,24.497%,0.299408
>MEG_6752|Drugs|betalactams|Class_A_betalactamases|TEM,42.1302%,0.452071
>MEG_6753|Drugs|betalactams|Class_A_betalactamases|TEM,50.6509%,0.566864
>MEG_6754|Drugs|betalactams|Class_A_betalactamases|TEM,0.534759%,0.00534759
>MEG_6755|Drugs|betalactams|Class_A_betalactamases|TEM,0.780234%,0.00780234
>MEG_6757|Drugs|betalactams|Class_A_betalactamases|TEM,17.8698%,0.182249
>MEG_6758|Drugs|betalactams|Class_A_betalactamases|TEM,0.35503%,0.0035503
>MEG_675|Drugs|betalactams|Class_C_betalactamases|ADC,60.8275%,1.05282
>MEG_6764|Drugs|betalactams|Class_A_betalactamases|TEM,8.04734%,0.0863905
>MEG_6765|Drugs|betalactams|Class_A_betalactamases|TEM,2.01183%,0.0201183
>MEG_6766|Drugs|betalactams|Class_A_betalactamases|TEM,5.2071%,0.052071
>MEG_6767|Drugs|betalactams|Class_A_betalactamases|TEM,0.236686%,0.00236686
>MEG_676|Drugs|betalactams|Class_C_betalactamases|ADC,22.2711%,0.24912
>MEG_6770|Drugs|betalactams|Class_A_betalactamases|TEM,20.5917%,0.240237
>MEG_6771|Drugs|betalactams|Class_A_betalactamases|TEM,5.56213%,0.0579882
>MEG_6772|Drugs|betalactams|Class_A_betalactamases|TEM,5.68047%,0.0568047
>MEG_6774|Drugs|betalactams|Class_A_betalactamases|TEM,4.49704%,0.0449704
>MEG_6775|Drugs|betalactams|Class_A_betalactamases|TEM,14.9112%,0.170414
>MEG_6776|Drugs|betalactams|Class_A_betalactamases|TEM,18.4615%,0.205917
>MEG_6777|Drugs|betalactams|Class_A_betalactamases|TEM,0.946746%,0.00946746
>MEG_6778|Drugs|betalactams|Class_A_betalactamases|TEM,14.2012%,0.159763
>MEG_677|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEA,20.0851%,0.200851
>MEG_6780|Drugs|betalactams|Class_A_betalactamases|TEM,0.473373%,0.00473373
>MEG_6781|Drugs|betalactams|Class_A_betalactamases|TEM,0.710059%,0.00710059
>MEG_6784|Drugs|betalactams|Class_A_betalactamases|TEM,5.32544%,0.0532544
>MEG_6786|Drugs|betalactams|Class_A_betalactamases|TEM,4.14201%,0.0414201
>MEG_6787|Drugs|betalactams|Class_A_betalactamases|TEM,2.60355%,0.0260355
>MEG_6788|Drugs|betalactams|Class_A_betalactamases|TEM,2.60355%,0.0260355
>MEG_6789|Drugs|betalactams|Class_A_betalactamases|TEM,1.06509%,0.0106509
>MEG_678|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEB,0.258732%,0.00258732
>MEG_6790|Drugs|betalactams|Class_A_betalactamases|TEM,1.77515%,0.0224852
>MEG_6791|Drugs|betalactams|Class_A_betalactamases|TEM,3.5503%,0.035503
>MEG_6792|Drugs|betalactams|Class_A_betalactamases|TEM,1.30178%,0.0130178
>MEG_6793|Drugs|betalactams|Class_A_betalactamases|TEM,4.14201%,0.0414201
>MEG_6794|Drugs|betalactams|Class_A_betalactamases|TEM,1.06509%,0.0106509
>MEG_6797|Drugs|betalactams|Class_A_betalactamases|TEM,18.5799%,0.220118
>MEG_6798|Drugs|betalactams|Class_A_betalactamases|TEM,2.36686%,0.0236686
>MEG_6799|Drugs|betalactams|Class_A_betalactamases|TEM,4.14201%,0.0414201
>MEG_679|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEC,1.15774%,0.0115774
>MEG_67|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,54.0541%,0.959459
>MEG_6800|Drugs|betalactams|Class_A_betalactamases|TEM,0.356295%,0.00356295
>MEG_6802|Drugs|betalactams|Class_A_betalactamases|TEM,5.56213%,0.0556213
>MEG_6805|Drugs|betalactams|Class_A_betalactamases|TEM,1.06509%,0.0106509
>MEG_6806|Drugs|betalactams|Class_A_betalactamases|TEM,6.15385%,0.0639053
>MEG_6807|Drugs|betalactams|Class_A_betalactamases|TEM,6.15385%,0.0639053
>MEG_6808|Drugs|betalactams|Class_A_betalactamases|TEM,0.475059%,0.00475059
>MEG_6809|Drugs|betalactams|Class_A_betalactamases|TEM,4.14201%,0.0414201
>MEG_680|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADED,0.631199%,0.00631199
>MEG_6810|Drugs|betalactams|Class_A_betalactamases|TEM,1.77515%,0.0177515
>MEG_6811|Drugs|betalactams|Class_A_betalactamases|TEM,12.8994%,0.134911
>MEG_6813|Drugs|betalactams|Class_A_betalactamases|TEM,0.407056%,0.00407056
>MEG_6814|Drugs|betalactams|Class_A_betalactamases|TEM,5.08876%,0.0508876
>MEG_6815|Drugs|betalactams|Class_A_betalactamases|TEM,1.18343%,0.0118343
>MEG_6817|Drugs|betalactams|Class_A_betalactamases|TEM,3.78698%,0.0378698
>MEG_6818|Drugs|betalactams|Class_A_betalactamases|TEM,0.946746%,0.00946746
>MEG_6819|Drugs|betalactams|Class_A_betalactamases|TEM,15.3846%,0.153846
>MEG_681|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEE,7.65751%,0.0765751
>MEG_6820|Drugs|betalactams|Class_A_betalactamases|TEM,7.57396%,0.0757396
>MEG_6821|Drugs|betalactams|Class_A_betalactamases|TEM,6.86391%,0.0686391
>MEG_6822|Drugs|betalactams|Class_A_betalactamases|TEM,7.10059%,0.0710059
>MEG_6824|Drugs|betalactams|Class_A_betalactamases|TEM,6.15385%,0.0615385
>MEG_6825|Drugs|betalactams|Class_A_betalactamases|TEM,7.10059%,0.0710059
>MEG_6826|Drugs|betalactams|Class_A_betalactamases|TEM,8.87574%,0.0887574
>MEG_6827|Drugs|betalactams|Class_A_betalactamases|TEM,6.15385%,0.0615385
>MEG_6828|Drugs|betalactams|Class_A_betalactamases|TEM,6.15385%,0.0615385
>MEG_6829|Drugs|betalactams|Class_A_betalactamases|TEM,6.15385%,0.0615385
>MEG_682|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,2.24066%,0.0224066
>MEG_6830|Drugs|betalactams|Class_A_betalactamases|TEM,20.3088%,0.203088
>MEG_6831|Drugs|betalactams|Class_A_betalactamases|TEM,6.15385%,0.0615385
>MEG_6832|Drugs|betalactams|Class_A_betalactamases|TEM,29.2308%,0.302959
>MEG_6835|Drugs|betalactams|Class_A_betalactamases|TEM,6.98225%,0.0698225
>MEG_6836|Drugs|betalactams|Class_A_betalactamases|TEM,7.33728%,0.0733728
>MEG_6837|Drugs|betalactams|Class_A_betalactamases|TEM,7.69231%,0.0769231
>MEG_6838|Drugs|betalactams|Class_A_betalactamases|TEM,8.52071%,0.087574
>MEG_6839|Drugs|betalactams|Class_A_betalactamases|TEM,4.97041%,0.0497041
>MEG_683|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,2.07469%,0.0207469
>MEG_6840|Drugs|betalactams|Class_A_betalactamases|TEM,4.03531%,0.0403531
>MEG_6841|Drugs|betalactams|Class_A_betalactamases|TEM,6.86391%,0.0745562
>MEG_6842|Drugs|betalactams|Class_A_betalactamases|TEM,3.78698%,0.0378698
>MEG_6843|Drugs|betalactams|Class_A_betalactamases|TEM,8.16568%,0.0816568
>MEG_6845|Drugs|betalactams|Class_A_betalactamases|TEM,17.8698%,0.189349
>MEG_6849|Drugs|betalactams|Class_A_betalactamases|TEM,4.49704%,0.0449704
>MEG_684|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEG,4.42478%,0.0448799
>MEG_6850|Drugs|betalactams|Class_A_betalactamases|TEM,2.36686%,0.0260355
>MEG_6851|Drugs|betalactams|Class_A_betalactamases|TEM,2.13018%,0.0213018
>MEG_6852|Drugs|betalactams|Class_A_betalactamases|TEM,1.06888%,0.0106888
>MEG_6853|Drugs|betalactams|Class_A_betalactamases|TEM,1.08827%,0.0108827
>MEG_6854|Drugs|betalactams|Class_A_betalactamases|TEM,9.5858%,0.0982249
>MEG_6855|Drugs|betalactams|Class_A_betalactamases|TEM,17.7515%,0.179882
>MEG_6856|Drugs|betalactams|Class_A_betalactamases|TEM,10.7692%,0.107692
>MEG_6857|Drugs|betalactams|Class_A_betalactamases|TEM,0.35503%,0.0035503
>MEG_6858|Drugs|betalactams|Class_A_betalactamases|TEM,61.4201%,0.763314
>MEG_6859|Drugs|betalactams|Class_A_betalactamases|TEM,30.0475%,0.347981
>MEG_685|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEH,0.696379%,0.00696379
>MEG_6860|Drugs|betalactams|Class_A_betalactamases|TEM,95.962%,10.0499
>MEG_6861|Drugs|betalactams|Class_A_betalactamases|TEM,12.4703%,0.124703
>MEG_6862|Drugs|betalactams|Class_A_betalactamases|TEM,0.23753%,0.0023753
>MEG_6863|Drugs|betalactams|Class_A_betalactamases|TEM,5.44379%,0.0627219
>MEG_6864|Drugs|betalactams|Class_A_betalactamases|TEM,2.48521%,0.0248521
>MEG_6865|Drugs|betalactams|Class_A_betalactamases|TEM,23.1953%,0.248521
>MEG_6866|Drugs|betalactams|Class_A_betalactamases|TEM,28.9079%,0.330835
>MEG_6867|Drugs|betalactams|Class_A_betalactamases|TEM,32.2142%,0.387477
>MEG_6868|Drugs|betalactams|Class_A_betalactamases|TEM,40.6667%,0.615238
>MEG_6869|Drugs|betalactams|Class_A_betalactamases|TEM,41.9048%,0.619048
>MEG_686|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,30.5263%,0.348988
>MEG_6870|Drugs|betalactams|Class_A_betalactamases|TEM,23.6287%,0.263713
>MEG_6871|Drugs|betalactams|Class_A_betalactamases|TEM,3.34412%,0.03452
>MEG_6872|Drugs|betalactams|Class_A_betalactamases|TEM,3.433%,0.0354374
>MEG_6873|Drugs|betalactams|Class_A_betalactamases|TEM,20.794%,0.23535
>MEG_6874|Drugs|betalactams|Class_A_betalactamases|TEM,29.1252%,0.360835
>MEG_6875|Drugs|betalactams|Class_A_betalactamases|TEM,17.2524%,0.202875
>MEG_6876|Drugs|betalactams|Class_A_betalactamases|TEM,7.38636%,0.0806818
>MEG_6877|Drugs|betalactams|Class_A_betalactamases|TEM,13.0604%,0.162768
>MEG_6878|Drugs|betalactams|Class_A_betalactamases|TEM,8.55019%,0.107807
>MEG_6879|Drugs|betalactams|Class_A_betalactamases|TEM,21.4884%,0.245581
>MEG_687|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,30.6073%,0.358704
>MEG_6880|Drugs|betalactams|Class_A_betalactamases|TEM,85.7406%,5.07544
>MEG_6881|Drugs|betalactams|Class_A_betalactamases|TEM,85.2806%,8.8988
>MEG_6882|Drugs|betalactams|Class_A_betalactamases|TEM,76.6329%,2.00368
>MEG_6883|Drugs|betalactams|Class_A_betalactamases|TEM,81.6007%,3.24931
>MEG_6884|Drugs|betalactams|Class_A_betalactamases|TEM,77.6735%,2.07411
>MEG_6885|Drugs|betalactams|Class_A_betalactamases|TEM,48.2446%,1.08041
>MEG_6886|Drugs|betalactams|Class_A_betalactamases|TEM,63.7051%,1.29395
>MEG_6887|Drugs|betalactams|Class_A_betalactamases|TEM,42.5752%,0.670113
>MEG_6888|Drugs|betalactams|Class_A_betalactamases|TEM,38.5417%,0.501894
>MEG_6889|Drugs|betalactams|Class_A_betalactamases|TEM,20.5827%,0.261278
>MEG_688|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,31.417%,0.356275
>MEG_6890|Drugs|betalactams|Class_A_betalactamases|TEM,36.0902%,0.407895
>MEG_6891|Drugs|betalactams|Class_A_betalactamases|TEM,30.3903%,0.328067
>MEG_6892|Drugs|betalactams|Class_A_betalactamases|TEM,20.6078%,0.249763
>MEG_6893|Drugs|betalactams|Class_A_betalactamases|TEM,16.9041%,0.178538
>MEG_6894|Drugs|betalactams|Class_A_betalactamases|TEM,23.8251%,0.24918
>MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM,1.11628%,0.0111628
>MEG_6896|Drugs|betalactams|Class_A_betalactamases|TEM,12.459%,0.12459
>MEG_6898|Drugs|betalactams|Class_A_betalactamases|TEM,3.71859%,0.0371859
>MEG_6899|Drugs|betalactams|Class_A_betalactamases|TEM,8.28402%,0.0828402
>MEG_689|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,30.2834%,0.346559
>MEG_68|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3-PRIME,57.2383%,0.616927
>MEG_6900|Drugs|betalactams|Class_A_betalactamases|TEM,5.97572%,0.0597572
>MEG_6901|Drugs|betalactams|Class_A_betalactamases|TEM,0.379867%,0.00379867
>MEG_6902|Drugs|betalactams|Class_A_betalactamases|TEM,3.74707%,0.0374707
>MEG_6903|Drugs|betalactams|Class_A_betalactamases|TEM,0.468384%,0.00468384
>MEG_6904|Drugs|betalactams|Class_A_betalactamases|TEM,8.07963%,0.0866511
>MEG_6905|Drugs|betalactams|Class_A_betalactamases|TEM,25.0996%,0.260956
>MEG_6906|Drugs|betalactams|Class_A_betalactamases|TEM,8.15217%,0.0815217
>MEG_6907|Drugs|betalactams|Class_A_betalactamases|TEM,1.32701%,0.0132701
>MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM,0.945455%,0.00945455
>MEG_690|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,31.6599%,0.360324
>MEG_6910|Drugs|betalactams|Class_A_betalactamases|TEM,8.15109%,0.10338
>MEG_6911|Drugs|betalactams|Class_A_betalactamases|TEM,18.3402%,0.215164
>MEG_6912|Drugs|betalactams|Class_A_betalactamases|TEM,12.0765%,0.179844
>MEG_6913|Drugs|betalactams|Class_A_betalactamases|TEM,7.80933%,0.10142
>MEG_6914|Drugs|betalactams|Class_A_betalactamases|TEM,8.78187%,0.0906516
>MEG_6915|Drugs|betalactams|Class_A_betalactamases|TEM,2.78716%,0.0278716
>MEG_6916|Drugs|betalactams|Class_A_betalactamases|TEM,1.69851%,0.014862
>MEG_6918|Drugs|betalactams|Class_A_betalactamases|TEM,0.192678%,0.00192678
>MEG_691|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,30.2834%,0.337652
>MEG_6920|Drugs|betalactams|Class_A_betalactamases|TEM,18.8825%,0.192678
>MEG_6921|Drugs|betalactams|Class_A_betalactamases|TEM,35.2827%,0.44152
>MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM,15.0763%,0.162214
>MEG_6923|Drugs|betalactams|Class_A_betalactamases|TEM,1.04265%,0.0104265
>MEG_6924|Drugs|betalactams|Class_A_betalactamases|TEM,4.34783%,0.0467391
>MEG_6925|Drugs|betalactams|Class_A_betalactamases|TEM,17.5342%,0.196347
>MEG_6926|Drugs|betalactams|Class_A_betalactamases|TEM,14.1844%,0.164303
>MEG_6927|Drugs|betalactams|Class_A_betalactamases|TEM,23.654%,0.338041
>MEG_6929|Drugs|betalactams|Class_A_betalactamases|TEM,8.46366%,0.0929163
>MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,3.98608%,0.0411262
>MEG_6930|Drugs|betalactams|Class_A_betalactamases|TEM,17.7553%,0.207912
>MEG_6931|Drugs|betalactams|Class_A_betalactamases|TEM,21.4351%,0.25023
>MEG_6932|Drugs|betalactams|Class_A_betalactamases|TEM,10.3956%,0.103956
>MEG_6933|Drugs|betalactams|Class_A_betalactamases|TEM,13.2544%,0.132544
>MEG_6934|Drugs|betalactams|Class_A_betalactamases|TEM,9.60452%,0.0960452
>MEG_6935|Drugs|betalactams|Class_A_betalactamases|TEM,19.0863%,0.2
>MEG_6936|Drugs|betalactams|Class_A_betalactamases|TEM,16.6331%,0.197581
>MEG_6937|Drugs|betalactams|Class_A_betalactamases|TEM,16.8234%,0.174504
>MEG_6938|Drugs|betalactams|Class_A_betalactamases|TEM,30.0857%,0.311563
>MEG_6939|Drugs|betalactams|Class_A_betalactamases|TEM,9.36639%,0.0936639
>MEG_693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,25.0869%,0.256428
>MEG_6940|Drugs|betalactams|Class_A_betalactamases|TEM,18.2331%,0.190789
>MEG_6941|Drugs|betalactams|Class_A_betalactamases|TEM,11.8919%,0.118919
>MEG_6943|Drugs|betalactams|Class_A_betalactamases|TEM,5.40541%,0.0637838
>MEG_6944|Drugs|betalactams|Class_A_betalactamases|TEM,1.60529%,0.0160529
>MEG_6945|Drugs|betalactams|Class_A_betalactamases|TEM,25.0712%,0.272555
>MEG_6946|Drugs|betalactams|Class_A_betalactamases|TEM,18.8166%,0.188166
>MEG_6947|Drugs|betalactams|Class_A_betalactamases|TEM,7.33728%,0.0733728
>MEG_6948|Drugs|betalactams|Class_A_betalactamases|TEM,8.28402%,0.0828402
>MEG_6949|Drugs|betalactams|Class_A_betalactamases|TEM,18.5799%,0.189349
>MEG_694|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,24.6699%,0.252259
>MEG_6950|Drugs|betalactams|Class_A_betalactamases|TEM,11.1243%,0.112426
>MEG_6951|Drugs|betalactams|Class_A_betalactamases|TEM,15.5738%,0.159251
>MEG_6952|Drugs|betalactams|Class_A_betalactamases|TEM,21.0651%,0.233136
>MEG_6953|Drugs|betalactams|Class_A_betalactamases|TER,15.0179%,0.151371
>MEG_6954|Drugs|betalactams|Class_A_betalactamases|TER,15.1371%,0.153754
>MEG_6955|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,5.90909%,0.0590909
>MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,11.898%,0.11898
>MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,13.1707%,0.134634
>MEG_6958|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,2.48668%,0.0248668
>MEG_6959|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERE,5%,0.05
>MEG_695|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,23.2106%,0.237665
>MEG_6961|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,0.878735%,0.00878735
>MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,2.12014%,0.0212014
>MEG_6963|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,9.29293%,0.113805
>MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,13.2653%,0.165306
>MEG_6966|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET31,2.92642%,0.0292642
>MEG_6967|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET31,2.87592%,0.0287592
>MEG_6968|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET31,2.87592%,0.0287592
>MEG_6969|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,15.9139%,0.178046
>MEG_696|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,23.2801%,0.23836
>MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,2.83613%,0.0367647
>MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,2.31092%,0.0278361
>MEG_6972|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,12.9967%,0.129967
>MEG_6973|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,12.9967%,0.129967
